CZAS,Liczba Wątków,Proces_Czas Procesora,Czas Procesora,Wykorzystanie procesora
12/03/2022 13:01:15.627,2577,1188.7130493047736763,2.256111064860577553,3.5728829920977012158
12/03/2022 13:01:16.635,2577,1204.8282146317762908,2.5696650591208736181,3.2024526527785717178
12/03/2022 13:01:17.631,2580,1193.8482795984261884,2.2121578772826611115,3.2714603600491631852
12/03/2022 13:01:18.632,2580,1186.4192906681303157,4.6441496440892020559,4.0011764310980613146
12/03/2022 13:01:19.640,2583,1203.745677298148621,0.7206833116095157088,3.6734516811587765162
12/03/2022 13:01:20.632,2665,1182.9716600945318987,10.476394501484719513,12.964424571063814184
12/03/2022 13:01:21.628,2675,1200.7042624907144273,9.2278074694415295198,12.236995428413328213
12/03/2022 13:01:22.634,2677,1209.273410167161046,1.2970017719037718607,4.3274825262642524493
12/03/2022 13:01:23.632,2670,1180.7363164374330609,3.6932580094136246984,3.2517496192995110071
12/03/2022 13:01:24.629,2664,1173.5650354958768276,11.081692911905349774,13.526641018356677648
12/03/2022 13:01:25.622,2667,1208.8795832024973151,4.6380780748834453675,7.0374135185149366833
12/03/2022 13:01:26.631,2663,1184.8698862316743998,2.4224799573915212214,3.6440482288443760694
12/03/2022 13:01:27.638,2653,1208.2662660248058728,2.0254749060313215203,3.9663415114476658907
12/03/2022 13:01:28.628,2654,1192.6012984184769721,1.142393414761033732,1.0329288700225491837
12/03/2022 13:01:29.637,2652,1196.9895597982165327,1.5412939285567750503,1.6427004677143850486
12/03/2022 13:01:30.639,2652,1196.9529192941995461,1.8144795010748171471,1.9356992696438954926
12/03/2022 13:01:31.633,2652,1207.4752377015627189,0.81828584400305270918,1.0926565262618879171
12/03/2022 13:01:32.623,2651,1186.5801920684536981,5.4575316890125851188,2.0356834713708202855
12/03/2022 13:01:33.631,2647,1189.8111710181035505,1.4945912175674869182,1.0215090609973362934
12/03/2022 13:01:34.627,2642,1204.9521121906811914,2.9867047592194384542,3.8094727119392794989
12/03/2022 13:01:35.633,2639,1207.6232115115778925,0.1418436612295903565,0.91615481706317436483
12/03/2022 13:01:36.630,2640,1184.0738978389560998,4.3291245290894231346,1.5017522867944137488
12/03/2022 13:01:37.632,2640,1192.0170456190789992,3.3956533990884052443,4.0535470635790495919
12/03/2022 13:01:38.630,2636,1198.6171900857898436,3.3751758180515345487,2.6278693042528034063
12/03/2022 13:01:39.633,2632,1210.7333465170820546,2.2219901935647601299,3.0470546189057712283
12/03/2022 13:01:40.624,2631,1188.5426955810373784,1.6115756214798326873,2.3242439650371662374
12/03/2022 13:01:41.624,2631,1195.0009632488809075,3.2804147958627183357,3.6470577884141621716
12/03/2022 13:01:42.631,2630,1186.3229068096275114,5.4099007752067436172,2.9028473581368876566
12/03/2022 13:01:43.641,2630,1202.6592508821645424,0.16485273910498143835,1.5119133002430316104
12/03/2022 13:01:44.619,2625,1193.6683153756189313,3.7235446028883179004,1.690930213531866233
12/03/2022 13:01:45.627,2621,1187.6555859826921733,5.680097110162940055,3.8025304075991610553
12/03/2022 13:01:46.636,2633,1198.0376106788628476,6.0969626136977979058,8.4192834208666269546
12/03/2022 13:01:47.631,2643,1184.0833072018397161,14.413076601458541859,13.924696077595703159
12/03/2022 13:01:48.628,2643,1202.7843626867500006,0.81340966252034796469,2.1218484088890887662
12/03/2022 13:01:49.641,2643,1199.7019557917540169,4.7794448186445404048,5.718999742608684933
12/03/2022 13:01:50.638,2643,1200.4012988555180073,4.4066850780853812353,4.8705560137214440886
12/03/2022 13:01:51.633,2644,1202.5980438307863096,2.2692792731329070044,3.6563403924166442138
12/03/2022 13:01:52.623,2648,1187.8215837391976493,11.018687921158566212,13.57891910688436532
12/03/2022 13:01:53.623,2649,1196.3087870510887569,3.1708292465176257657,2.3567927434044397828
12/03/2022 13:01:54.625,2645,1197.9304553453455355,2.9021262866272268255,3.3219480249812320949
